facilityId,facilityName,state,zipCode,SMD %,SUB-2 %,SUB-3 %,TOB-3 %,Start Date,End Date,MedCont %,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 %,Flu Season Start Date,Flu Season End Date
454065,HICKORY TRAIL HOSPITAL,TX,75115,85,86,98,96,01/01/2023,12/31/2023,73.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,187,17.5,13.8,21.8,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
454076,HARRIS COUNTY PSYCHIATRIC CENTER,TX,77021,88,87,89,56,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,192,16.8,13.2,20.9,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
454084,AUSTIN STATE HOSPITAL,TX,78751,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,42,10/01/2023,03/31/2024
454088,RIO GRANDE STATE CENTER,TX,78552,80,14,90,69,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,25,18.5,13.1,25.3,,07/01/2021,06/30/2023,75,10/01/2023,03/31/2024
454093,STARCARE SPECIALTY HEALTH /SUNRISE CANYON HOSPITAL,TX,79408,87,73,44,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,63,20.8,15.5,27.5,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
454094,MEDICAL CITY GREEN OAKS HOSPITAL,TX,75251,95,86,100,97,01/01/2023,12/31/2023,62.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,376,21.1,18.1,24.7,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
454100,EL PASO PSYCHIATRIC CENTER,TX,79905,0,0,56,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,52,10/01/2023,03/31/2024
454101,ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,TX,79072,61,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,149,19,14.3,24.8,,07/01/2021,06/30/2023,68,10/01/2023,03/31/2024
454103,KINGWOOD PINES HOSPITAL,TX,77339,88,100,96,95,01/01/2023,12/31/2023,75.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,146,16.3,12.5,20.7,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
454104,UNIVERSITY BEHAVIORAL HEALTH OF DENTON,TX,76201,66,41,37,66,01/01/2023,12/31/2023,70.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,132,21.3,16.8,26.9,,07/01/2021,06/30/2023,39,10/01/2023,03/31/2024
454107,BEHAVIORAL HOSPITAL OF BELLAIRE,TX,77081,100,100,100,99,01/01/2023,12/31/2023,75.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,401,20.8,17.6,24.5,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
454108,CYPRESS CREEK HOSPITAL,TX,77090,90,99,93,85,01/01/2023,12/31/2023,75.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,229,16.6,13.3,20.6,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
454109,EL PASO BEHAVIORAL HEALTH SYSTEM,TX,79902,97,98,100,100,01/01/2023,12/31/2023,58.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,283,23.7,19.7,28,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
454110,OCEANS BEHAVIORAL  HOSPITAL OF PERMIAN BASIN,TX,79706,68,51,45,80,01/01/2023,12/31/2023,79.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,158,14,10.6,18.6,,07/01/2021,06/30/2023,78,10/01/2023,03/31/2024
454114,CEDAR CREST HOSPITAL & RTC,TX,76513,73,20,31,47,01/01/2023,12/31/2023,71.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,130,18.8,14.4,24.2,,07/01/2021,06/30/2023,58,10/01/2023,03/31/2024
454117,OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW,TX,75605,80,75,26,73,01/01/2023,12/31/2023,75.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,326,21,16.9,25.7,,07/01/2021,06/30/2023,82,10/01/2023,03/31/2024
454118,LONE STAR BEHAVIORAL HEALTH CYPRESS,TX,77429,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,87.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,105,17,12.3,22.5,,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
454119,CARROLLTON SPRINGS,TX,75010,98,98,45,42,01/01/2023,12/31/2023,75.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,206,17,13.3,21.5,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
454121,AUSTIN OAKS HOSPITAL,TX,78745,99,100,100,91,01/01/2023,12/31/2023,77,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,148,20.9,16.3,26.1,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
454122,OCEANS BEHAVIORAL HOSPITAL OF ABILENE,TX,79602,88,65,76,86,01/01/2023,12/31/2023,79.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,341,18.2,15.1,22.2,,07/01/2021,06/30/2023,68,10/01/2023,03/31/2024
454123,OCEANS BEHAVIORAL HOSPITAL OF LUFKIN LLC,TX,75904,91,100,Not Available,99,01/01/2023,12/31/2023,76.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,321,18.9,15.3,23.3,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
454124,MESA SPRINGS,TX,76123,91,96,58,13,01/01/2023,12/31/2023,83.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,122,19.5,15,25.1,,07/01/2021,06/30/2023,85,10/01/2023,03/31/2024
454126,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,TX,75115,Not Available,Not Available,98,10,01/01/2023,12/31/2023,63.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,94,18.5,14.2,23.8,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
454127,ROCK SPRINGS,TX,78626,88,69,47,14,01/01/2023,12/31/2023,83.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,205,18.2,14.4,22.8,,07/01/2021,06/30/2023,68,10/01/2023,03/31/2024
454128,WELLBRIDGE HEALTHCARE FORT WORTH,TX,76132,95,100,13,26,01/01/2023,12/31/2023,80.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,321,21,17.4,25.1,,07/01/2021,06/30/2023,0,10/01/2023,03/31/2024
454129,GEORGETOWN BEHAVIORAL HEALTH INSTITUTE,TX,78626,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,71.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,129,17,12.9,22.4,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
454131,WESTPARK SPRINGS LLC,TX,77407,57,81,38,54,01/01/2023,12/31/2023,77.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,181,19.1,14.9,23.8,,07/01/2021,06/30/2023,85,10/01/2023,03/31/2024
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,TX,78240,72,7,79,14,01/01/2023,12/31/2023,68.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,387,22.7,19.5,26.3,,07/01/2021,06/30/2023,71,10/01/2023,03/31/2024
454133,CROSS CREEK HOSPITAL,TX,78754,37,31,30,37,01/01/2023,12/31/2023,69.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,369,19,15.9,22.6,,07/01/2021,06/30/2023,13,10/01/2023,03/31/2024
454135,HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,TX,77080,24,21,90,30,01/01/2023,12/31/2023,64.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,243,22.7,18.6,27.1,,07/01/2021,06/30/2023,56,10/01/2023,03/31/2024
454136,OCEANS BEHAVIORAL HOSPITAL OF KATY,TX,77450,31,67,16,54,01/01/2023,12/31/2023,75.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,454,20.5,16.9,24.4,,07/01/2021,06/30/2023,36,10/01/2023,03/31/2024
454139,SUN BEHAVIORAL HOUSTON,TX,77054,95,100,100,89,01/01/2023,12/31/2023,77.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,195,17.4,13.7,21.8,,07/01/2021,06/30/2023,65,10/01/2023,03/31/2024
454141,PALMS BEHAVIORAL HEALTH,TX,78550,100,93,69,36,01/01/2023,12/31/2023,76.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,118,20.4,16,25.5,,07/01/2021,06/30/2023,75,10/01/2023,03/31/2024
454144,WOODLAND SPRINGS,TX,77384,66,37,14,15,01/01/2023,12/31/2023,73.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,172,18.1,14.2,22.8,,07/01/2021,06/30/2023,68,10/01/2023,03/31/2024
454146,RIO VISTA BEHAVIORAL HEALTH,TX,79912,58,67,47,75,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,28,17.8,12.6,24.3,,07/01/2021,06/30/2023,3,10/01/2023,03/31/2024
454147,OCEANS BEHAVIORAL HOSPITAL OF PASADENA,TX,77505,83,93,32,97,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,187,18.5,14.4,23.7,,07/01/2021,06/30/2023,27,10/01/2023,03/31/2024
454148,PERIMETER BEHAVIORAL HOSPITAL OF ARLINGTON,TX,76001,74,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,34,10/01/2023,03/31/2024
454149,PERIMETER BEHAVIORAL HOSPITAL OF DALLAS,TX,75042,4,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,76,20.7,15,27.8,,07/01/2021,06/30/2023,8,10/01/2023,03/31/2024
454150,OCEANS BEHAVIORAL HOSPITAL OF WACO,TX,76712,59,76,34,42,01/01/2023,12/31/2023,80,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,370,17,13.7,21.1,,07/01/2021,06/30/2023,47,10/01/2023,03/31/2024
454151,"MEDICAL BEHAVIORAL HOSPITAL OF CLEAR LAKE, LLC",TX,77058,2,0,25,1,01/01/2023,12/31/2023,79.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,231,20.8,17.1,25.5,,07/01/2021,06/30/2023,0,10/01/2023,03/31/2024
454152,CANYON CREEK BEHAVIORAL HEALTH,TX,76502,57,48,74,61,01/01/2023,12/31/2023,76.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,163,21,16.7,26,,07/01/2021,06/30/2023,66,10/01/2023,03/31/2024
454153,CARRUS BEHAVIORAL HOSPITAL,TX,75092,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
454154,OCEANS BEHAVIORAL HOSPITAL OF AMARILLO,TX,79124,100,80,79,86,01/01/2023,12/31/2023,87.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,286,19.4,15.3,24.3,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
454155,OCEANS BEHAVIORAL HOSPITAL OF CORPUS CHRISTI,TX,78404,19,82,85,88,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,48,20.6,14.8,28.1,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
454156,VOYAGES BEHAVIORAL HEALTH OF SUGAR LAND,TX,77498,75,16,13,22,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,33,20.5,14.4,28.5,,07/01/2021,06/30/2023,19,10/01/2023,03/31/2024
454157,OCEANS BEHAVIORAL HOSPITAL OF LUBBOCK,TX,79415,94,83,91,96,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,94,10/01/2023,03/31/2024
454158,VOYAGES BEHAVIORAL HEALTH OF CONROE,TX,77304,97,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,57,10/01/2023,03/31/2024
454161,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER,TX,75034,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
460001,INTERMOUNTAIN HEALTH UTAH VALLEY HOSPITAL,UT,84604,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
460009,UNIVERSITY OF UTAH HOSPITAL AND CLINICS,UT,84132,80,88,89,89,01/01/2023,12/31/2023,83.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,240,16.2,12.6,20.1,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
460041,HOLY CROSS HOSPITAL-DAVIS,UT,84041,98,98,96,90,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,45,20.9,15.8,27.1,,07/01/2021,06/30/2023,91,10/01/2023,03/31/2024
460042,LAKEVIEW HOSPITAL,UT,84010,96,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,74,17.7,12.9,23.8,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
460047,ST MARK'S HOSPITAL,UT,84124,96,97,79,33,01/01/2023,12/31/2023,55.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,96,19.7,15.2,24.9,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
460051,HOLY CROSS HOSPITAL-JORDAN VALLEY,UT,84088,88,73,73,80,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,91,19,14.7,24.5,,07/01/2021,06/30/2023,70,10/01/2023,03/31/2024
464001,UTAH STATE HOSPITAL,UT,84605,89,71,59,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
464012,MARIAN CENTER,UT,84115,80,2,Not Available,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,145,15.3,11.2,20.6,,07/01/2021,06/30/2023,36,10/01/2023,03/31/2024
464013,SALT LAKE BEHAVIORAL HEALTH,UT,84106,84,100,99,66,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,228,15.2,12,19.3,,07/01/2021,06/30/2023,63,10/01/2023,03/31/2024
464014,ASPEN GROVE BEHAVIORAL HOSPITAL,UT,84097,99,100,100,99,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,59,18.7,13.6,26,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
471306,SPRINGFIELD HOSPITAL,VT,5156,51,68,88,68,01/01/2023,12/31/2023,75.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,125,22,16.7,28,,07/01/2021,06/30/2023,75,10/01/2023,03/31/2024
474001,BRATTLEBORO RETREAT,VT,5301,11,65,84,1,01/01/2023,12/31/2023,78.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,278,17,13.6,20.8,,07/01/2021,06/30/2023,27,10/01/2023,03/31/2024
474004,VERMONT PSYCHIATRIC CARE HOSPITAL,VT,5602,67,Not Available,Not Available,41,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,4,10/01/2023,03/31/2024
490005,WINCHESTER MEDICAL CENTER,VA,22601,95,60,60,83,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,134,18.8,14.3,24.4,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
490007,SENTARA NORFOLK GENERAL HOSPITAL,VA,23507,99,13,46,61,01/01/2023,12/31/2023,79.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,181,17.8,14.2,21.9,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,22908,91,43,74,23,01/01/2023,12/31/2023,89.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,173,19.3,14.8,24.6,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
490018,AUGUSTA HEALTH,VA,22939,74,69,48,60,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,75,17.7,12.7,24.4,,07/01/2021,06/30/2023,76,10/01/2023,03/31/2024
490020,JOHN RANDOLPH MEDICAL CENTER,VA,23860,90,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,71.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,119,20.6,16.2,25.8,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
490021,CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,24501,98,71,77,49,01/01/2023,12/31/2023,70.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,224,19.5,15.7,24,,07/01/2021,06/30/2023,94,10/01/2023,03/31/2024
490024,CARILION MEDICAL CENTER,VA,24014,70,89,88,71,01/01/2023,12/31/2023,77.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,142,19.5,15.2,24.5,,07/01/2021,06/30/2023,45,10/01/2023,03/31/2024
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,23298,86,30,96,73,01/01/2023,12/31/2023,79.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,210,19.6,15.6,24.2,28,07/01/2021,06/30/2023,34,10/01/2023,03/31/2024
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,24073,95,90,89,68,01/01/2023,12/31/2023,83.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,144,21.5,17.1,26.6,,07/01/2021,06/30/2023,60,10/01/2023,03/31/2024
490043,INOVA LOUDOUN HOSPITAL,VA,20176,100,100,100,100,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,104,21.5,16.6,27.6,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
490044,SENTARA OBICI HOSPITAL,VA,23434,91,1,63,15,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,66,21.2,16.2,26.7,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
490045,NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,20110,90,85,67,33,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,110,21.1,16.5,26.9,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
490048,LEWISGALE MEDICAL CENTER,VA,24153,93,100,67,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,62,21.4,16.3,26.8,,07/01/2021,06/30/2023,96,10/01/2023,03/31/2024
490050,VIRGINIA HOSPITAL CENTER,VA,22205,83,84,98,52,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,199,18,14,22.6,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,23454,62,62,31,14,01/01/2023,12/31/2023,88,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,151,17.5,13.4,22.3,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
490059,BON SECOURS ST MARYS HOSPITAL,VA,23226,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
490063,INOVA FAIRFAX HOSPITAL,VA,22042,89,100,100,94,01/01/2023,12/31/2023,74,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,348,17.8,14.6,21.7,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
490075,SOVAH HEALTH DANVILLE,VA,24541,92,51,60,29,01/01/2023,12/31/2023,85.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,162,22.8,18.1,28.1,,07/01/2021,06/30/2023,85,10/01/2023,03/31/2024
490097,BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,23847,98,67,72,85,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,29,20.3,14.4,28.3,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
490112,CJW MEDICAL CENTER,VA,23225,99,100,97,97,01/01/2023,12/31/2023,82.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,405,23.2,20,26.6,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
490116,LEWISGALE HOSPITAL PULASKI,VA,24301,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,74,19.1,14.5,24.4,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
490118,HENRICO DOCTORS' HOSPITAL,VA,23229,95,100,100,97,01/01/2023,12/31/2023,72.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,228,26.2,22.2,30.7,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
490122,INOVA MOUNT VERNON HOSPITAL,VA,22306,94,98,97,94,01/01/2023,12/31/2023,63.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,205,20.8,16.8,25.7,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
490126,LEWISGALE HOSPITAL ALLEGHANY,VA,24457,99,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,125,17.2,12.8,22.8,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
